sim,true_beta,n,model,p,n_f,true_beta_f
104,0,25,model9,0.7843474586768987,25,beta = 0
104,0,25,model10,0.5879888375743547,25,beta = 0
105,0,25,model1,0.12640663113962847,25,beta = 0
105,0,25,model2,0.09552328736113658,25,beta = 0
105,0,25,model3,0.5329387000816488,25,beta = 0
105,0,25,model4,0.26953159358398193,25,beta = 0
105,0,25,model5,0.11533969956456194,25,beta = 0
105,0,25,model6,0.2832578953952892,25,beta = 0
105,0,25,model7,0.6987307797744124,25,beta = 0
105,0,25,model8,0.6040925897516825,25,beta = 0
105,0,25,model9,0.013505123561263249,25,beta = 0
105,0,25,model10,0.6924390490202139,25,beta = 0
106,0,25,model1,0.9953824834532099,25,beta = 0
106,0,25,model2,0.3546004613534478,25,beta = 0
106,0,25,model3,0.571400879298178,25,beta = 0
106,0,25,model4,0.8470988262723047,25,beta = 0
106,0,25,model5,0.5916427939206452,25,beta = 0
106,0,25,model6,0.18140820378965608,25,beta = 0
106,0,25,model7,0.3932283932772048,25,beta = 0
106,0,25,model8,0.522760289124835,25,beta = 0
106,0,25,model9,0.6377677624714919,25,beta = 0
106,0,25,model10,0.6969281017088538,25,beta = 0
107,0,25,model1,0.2622457271270031,25,beta = 0
107,0,25,model2,0.5759558938383376,25,beta = 0
107,0,25,model3,0.4478786841739856,25,beta = 0
107,0,25,model4,0.45905490905667856,25,beta = 0
107,0,25,model5,0.2166070029022635,25,beta = 0
107,0,25,model6,0.10801345149787775,25,beta = 0
107,0,25,model7,0.9314312410693528,25,beta = 0
107,0,25,model8,0.36042865382321765,25,beta = 0
107,0,25,model9,0.046521838542399545,25,beta = 0
107,0,25,model10,0.9814793814101186,25,beta = 0
108,0,25,model1,0.15051319992485226,25,beta = 0
108,0,25,model2,0.869670671169656,25,beta = 0
108,0,25,model3,0.36271079482420443,25,beta = 0
108,0,25,model4,0.19577595223098077,25,beta = 0
108,0,25,model5,0.6075107753433306,25,beta = 0
108,0,25,model6,0.3707013638072566,25,beta = 0
108,0,25,model7,0.8767830111241575,25,beta = 0
108,0,25,model8,0.2379953228915628,25,beta = 0
108,0,25,model9,0.6347492383547988,25,beta = 0
108,0,25,model10,0.8571607525956965,25,beta = 0
109,0,25,model1,0.3199996649087491,25,beta = 0
109,0,25,model2,0.24733897739547717,25,beta = 0
109,0,25,model3,0.7041191182979348,25,beta = 0
109,0,25,model4,0.2570521929820181,25,beta = 0
109,0,25,model5,0.30382442054401554,25,beta = 0
109,0,25,model6,0.5360889460455147,25,beta = 0
109,0,25,model7,0.595303852740949,25,beta = 0
109,0,25,model8,0.6203250854373271,25,beta = 0
109,0,25,model9,0.8557205654779033,25,beta = 0
109,0,25,model10,0.79817721166754,25,beta = 0
110,0,25,model1,0.12693918183929126,25,beta = 0
110,0,25,model2,0.2330743399480391,25,beta = 0
110,0,25,model3,0.33169887357178873,25,beta = 0
110,0,25,model4,0.35564934379746094,25,beta = 0
110,0,25,model5,0.9343502721955894,25,beta = 0
110,0,25,model6,0.6445267521799614,25,beta = 0
110,0,25,model7,0.7682287584823575,25,beta = 0
110,0,25,model8,0.1804278338536318,25,beta = 0
110,0,25,model9,0.7508906365716739,25,beta = 0
110,0,25,model10,0.6119575829585711,25,beta = 0
111,0,25,model1,0.5881292595255949,25,beta = 0
111,0,25,model2,0.7178009652217143,25,beta = 0
111,0,25,model3,0.7575158848098045,25,beta = 0
111,0,25,model4,0.2586362114759479,25,beta = 0
111,0,25,model5,0.6993470254066152,25,beta = 0
111,0,25,model6,0.9772222372458731,25,beta = 0
111,0,25,model7,0.391780328107203,25,beta = 0
111,0,25,model8,0.8233947669627257,25,beta = 0
111,0,25,model9,0.6057411048754008,25,beta = 0
111,0,25,model10,0.562726028514716,25,beta = 0
112,0,25,model1,0.9220760175464859,25,beta = 0
112,0,25,model2,0.5586036149559545,25,beta = 0
112,0,25,model3,0.9749046769726937,25,beta = 0
112,0,25,model4,0.5756178784083505,25,beta = 0
112,0,25,model5,0.1842472509732224,25,beta = 0
112,0,25,model6,0.5939678213978494,25,beta = 0
112,0,25,model7,0.7085728170112944,25,beta = 0
112,0,25,model8,0.7849595874049312,25,beta = 0
112,0,25,model9,0.19746876573552297,25,beta = 0
112,0,25,model10,0.4281435120507142,25,beta = 0
113,0,25,model1,0.8186223802913489,25,beta = 0
113,0,25,model2,0.013044898126411157,25,beta = 0
113,0,25,model3,0.8453047156639563,25,beta = 0
113,0,25,model4,0.26376770216109124,25,beta = 0
113,0,25,model5,0.35718386752584874,25,beta = 0
113,0,25,model6,0.09058124885897882,25,beta = 0
113,0,25,model7,0.9787018903630791,25,beta = 0
113,0,25,model8,0.1126493925703294,25,beta = 0
113,0,25,model9,0.012342721802686895,25,beta = 0
113,0,25,model10,0.6200590272571971,25,beta = 0
114,0,25,model1,0.792852621905863,25,beta = 0
114,0,25,model2,0.5714174562122419,25,beta = 0
114,0,25,model3,0.41171168414326886,25,beta = 0
114,0,25,model4,0.6997479545084496,25,beta = 0
114,0,25,model5,0.14757480562733705,25,beta = 0
114,0,25,model6,0.9648158856847764,25,beta = 0
114,0,25,model7,0.36172733617449093,25,beta = 0
114,0,25,model8,0.10539217470056407,25,beta = 0
114,0,25,model9,0.9184127963825515,25,beta = 0
114,0,25,model10,0.2690765452102576,25,beta = 0
115,0,25,model1,0.3563846487197402,25,beta = 0
115,0,25,model2,0.21755936221380967,25,beta = 0
115,0,25,model3,0.5064711883574509,25,beta = 0
115,0,25,model4,0.6364799351932037,25,beta = 0
115,0,25,model5,0.9350738073522918,25,beta = 0
115,0,25,model6,0.42200102926983063,25,beta = 0
115,0,25,model7,0.974203963534642,25,beta = 0
115,0,25,model8,0.2625589243515072,25,beta = 0
115,0,25,model9,0.08688137093300592,25,beta = 0
115,0,25,model10,0.4594918553024827,25,beta = 0
116,0,25,model1,0.3154243631097341,25,beta = 0
116,0,25,model2,0.45482171491457335,25,beta = 0
116,0,25,model3,0.6891624645766674,25,beta = 0
116,0,25,model4,0.03545060839635515,25,beta = 0
116,0,25,model5,0.37492623229129884,25,beta = 0
116,0,25,model6,0.7546850650785444,25,beta = 0
116,0,25,model7,0.32737373087934307,25,beta = 0
116,0,25,model8,0.5525620159789734,25,beta = 0
116,0,25,model9,0.8165423281154718,25,beta = 0
116,0,25,model10,0.5858338188961365,25,beta = 0
117,0,25,model1,0.1734567477706519,25,beta = 0
117,0,25,model2,0.06606869239072531,25,beta = 0
117,0,25,model3,0.6283454177591941,25,beta = 0
117,0,25,model4,0.7505312357804097,25,beta = 0
117,0,25,model5,0.5275622452834726,25,beta = 0
117,0,25,model6,0.34505968754933414,25,beta = 0
117,0,25,model7,0.4039412045395989,25,beta = 0
117,0,25,model8,0.9258519003220111,25,beta = 0
117,0,25,model9,0.3948848994131352,25,beta = 0
117,0,25,model10,0.3981013209265607,25,beta = 0
118,0,25,model1,0.11137533602475232,25,beta = 0
118,0,25,model2,0.6567749157992641,25,beta = 0
118,0,25,model3,0.745797393848961,25,beta = 0
118,0,25,model4,0.5059616727585867,25,beta = 0
118,0,25,model5,0.7848488212992186,25,beta = 0
118,0,25,model6,0.06682630256958406,25,beta = 0
118,0,25,model7,0.8482909008966528,25,beta = 0
118,0,25,model8,0.5197863634216917,25,beta = 0
118,0,25,model9,0.5643889431058617,25,beta = 0
118,0,25,model10,0.5382281329225622,25,beta = 0
119,0,25,model1,0.5317899795737897,25,beta = 0
119,0,25,model2,0.1851943055201355,25,beta = 0
119,0,25,model3,0.45455616543777566,25,beta = 0
119,0,25,model4,0.34159438718669266,25,beta = 0
119,0,25,model5,0.2429797588133146,25,beta = 0
119,0,25,model6,0.9392048351198803,25,beta = 0
119,0,25,model7,0.41816256429833465,25,beta = 0
119,0,25,model8,0.3978179541257917,25,beta = 0
119,0,25,model9,0.13356735689123564,25,beta = 0
119,0,25,model10,0.9273112848068913,25,beta = 0
120,0,25,model1,0.3179553543063612,25,beta = 0
120,0,25,model2,0.316788778189981,25,beta = 0
120,0,25,model3,0.6118363414697378,25,beta = 0
120,0,25,model4,0.2570071394223035,25,beta = 0
120,0,25,model5,0.3451687017263805,25,beta = 0
120,0,25,model6,0.6017021004389951,25,beta = 0
120,0,25,model7,0.8494535471656319,25,beta = 0
120,0,25,model8,0.6433903651631429,25,beta = 0
120,0,25,model9,0.57597848804574,25,beta = 0
120,0,25,model10,0.7970749986175505,25,beta = 0
121,0,25,model1,0.779507124730301,25,beta = 0
121,0,25,model2,0.12028059109155512,25,beta = 0
121,0,25,model3,0.5028432842937989,25,beta = 0
121,0,25,model4,0.22553136730011908,25,beta = 0
121,0,25,model5,0.9366094478730009,25,beta = 0
121,0,25,model6,0.46883945381838155,25,beta = 0
121,0,25,model7,0.3050372117823158,25,beta = 0
121,0,25,model8,0.688773563476949,25,beta = 0
121,0,25,model9,0.4543702804949219,25,beta = 0
121,0,25,model10,0.27848107692283475,25,beta = 0
122,0,25,model1,0.8146382752977839,25,beta = 0
122,0,25,model2,0.658333026541309,25,beta = 0
122,0,25,model3,0.32026789028308955,25,beta = 0
122,0,25,model4,0.274567508903224,25,beta = 0
122,0,25,model5,0.5255960690719567,25,beta = 0
122,0,25,model6,0.8488373183112867,25,beta = 0
122,0,25,model7,0.626990209028316,25,beta = 0
122,0,25,model8,0.16600700204310664,25,beta = 0
122,0,25,model9,0.3688317946950378,25,beta = 0
122,0,25,model10,0.9530045107839988,25,beta = 0
123,0,25,model1,0.5053139164054774,25,beta = 0
123,0,25,model2,0.5660988554861699,25,beta = 0
123,0,25,model3,0.6565440636760389,25,beta = 0
123,0,25,model4,0.9916349899120407,25,beta = 0
123,0,25,model5,0.9330889331342553,25,beta = 0
123,0,25,model6,0.19220337939034662,25,beta = 0
123,0,25,model7,0.527973220888075,25,beta = 0
123,0,25,model8,0.7275157183693325,25,beta = 0
123,0,25,model9,0.16538746441346702,25,beta = 0
123,0,25,model10,0.35569064530027406,25,beta = 0
124,0,25,model1,0.9722454164671203,25,beta = 0
124,0,25,model2,0.8490190192295672,25,beta = 0
124,0,25,model3,0.39199297673483524,25,beta = 0
124,0,25,model4,0.15504889546318046,25,beta = 0
124,0,25,model5,0.6592827567318897,25,beta = 0
124,0,25,model6,0.5319228824792521,25,beta = 0
124,0,25,model7,0.5497493048924427,25,beta = 0
124,0,25,model8,0.337620256533103,25,beta = 0
124,0,25,model9,0.7714411387009296,25,beta = 0
124,0,25,model10,0.2060610737730671,25,beta = 0
125,0,25,model1,0.11377805416309321,25,beta = 0
125,0,25,model2,0.987954254818253,25,beta = 0
125,0,25,model3,0.2706080592422342,25,beta = 0
125,0,25,model4,0.47168955962937664,25,beta = 0
125,0,25,model5,0.800087407159632,25,beta = 0
125,0,25,model6,0.6688125613284907,25,beta = 0
125,0,25,model7,0.9603588739610636,25,beta = 0
125,0,25,model8,0.6207730461685947,25,beta = 0
125,0,25,model9,0.32719650323854454,25,beta = 0
125,0,25,model10,0.2789826227903439,25,beta = 0
126,0,25,model1,0.46365773160254364,25,beta = 0
126,0,25,model2,0.9176615890627291,25,beta = 0
126,0,25,model3,0.7247401720230972,25,beta = 0
126,0,25,model4,0.7058645835694987,25,beta = 0
126,0,25,model5,0.3763695139725829,25,beta = 0
126,0,25,model6,0.411328364502639,25,beta = 0
126,0,25,model7,0.6074820972189598,25,beta = 0
126,0,25,model8,0.6595992835835233,25,beta = 0
126,0,25,model9,0.33445723486473855,25,beta = 0
126,0,25,model10,0.8323138452198732,25,beta = 0
127,0,25,model1,0.7821354263428272,25,beta = 0
127,0,25,model2,0.6769981651034147,25,beta = 0
127,0,25,model3,0.12621221758735687,25,beta = 0
127,0,25,model4,0.5340125482160325,25,beta = 0
127,0,25,model5,0.5581115591193275,25,beta = 0
127,0,25,model6,0.4655276568389277,25,beta = 0
127,0,25,model7,0.16872006205386664,25,beta = 0
127,0,25,model8,0.6368527094490721,25,beta = 0
127,0,25,model9,0.35633100670329865,25,beta = 0
127,0,25,model10,0.7272947747745844,25,beta = 0
128,0,25,model1,0.8437844639455657,25,beta = 0
128,0,25,model2,0.8201007432661077,25,beta = 0
128,0,25,model3,0.8870560426994556,25,beta = 0
128,0,25,model4,0.05269406268340093,25,beta = 0
128,0,25,model5,0.629469797081178,25,beta = 0
128,0,25,model6,0.8375333460364637,25,beta = 0
128,0,25,model7,0.5577142462080447,25,beta = 0
128,0,25,model8,0.1432733793943075,25,beta = 0
128,0,25,model9,0.6440999882881738,25,beta = 0
128,0,25,model10,0.9700728054893111,25,beta = 0
129,0,25,model1,0.16567149732117273,25,beta = 0
129,0,25,model2,0.0632033178747796,25,beta = 0
129,0,25,model3,0.6656897988598414,25,beta = 0
129,0,25,model4,0.7977946597894818,25,beta = 0
129,0,25,model5,0.6988308223033388,25,beta = 0
129,0,25,model6,0.2621061085117843,25,beta = 0
129,0,25,model7,0.08219020969585976,25,beta = 0
129,0,25,model8,0.6676956049417001,25,beta = 0
129,0,25,model9,0.022218850030527742,25,beta = 0
129,0,25,model10,0.9555291802037114,25,beta = 0
130,0,25,model1,0.31330866485013137,25,beta = 0
130,0,25,model2,0.2567974060818294,25,beta = 0
130,0,25,model3,0.3430965396616046,25,beta = 0
130,0,25,model4,0.6498490730392739,25,beta = 0
130,0,25,model5,0.49945604864679216,25,beta = 0
130,0,25,model6,0.05387110923544055,25,beta = 0
130,0,25,model7,0.6239161029830348,25,beta = 0
130,0,25,model8,0.5553154359594774,25,beta = 0
130,0,25,model9,0.6519404268575504,25,beta = 0
130,0,25,model10,0.5403921196628619,25,beta = 0
131,0,25,model1,0.7638354168495209,25,beta = 0
131,0,25,model2,0.5151116170499641,25,beta = 0
131,0,25,model3,0.5087986522889705,25,beta = 0
131,0,25,model4,0.6175362443141814,25,beta = 0
131,0,25,model5,0.7578992425509284,25,beta = 0
131,0,25,model6,0.7932304917275261,25,beta = 0
131,0,25,model7,0.7671012606498933,25,beta = 0
131,0,25,model8,0.277057746828539,25,beta = 0
131,0,25,model9,0.45803661881113267,25,beta = 0
131,0,25,model10,0.18432276034961434,25,beta = 0
132,0,25,model1,0.6309428798597043,25,beta = 0
132,0,25,model2,0.4572729896840775,25,beta = 0
132,0,25,model3,0.20554745487010742,25,beta = 0
132,0,25,model4,0.3410648465635966,25,beta = 0
132,0,25,model5,0.964382187244142,25,beta = 0
132,0,25,model6,0.6787607688117789,25,beta = 0
132,0,25,model7,0.7430875693421541,25,beta = 0
132,0,25,model8,0.8753167910738379,25,beta = 0
132,0,25,model9,0.7888620910322584,25,beta = 0
132,0,25,model10,0.68521017892638,25,beta = 0
133,0,25,model1,0.08171723591535919,25,beta = 0
133,0,25,model2,0.4214049684812363,25,beta = 0
133,0,25,model3,0.6027247418690456,25,beta = 0
133,0,25,model4,0.10001544480889635,25,beta = 0
133,0,25,model5,0.3570018602549483,25,beta = 0
133,0,25,model6,0.47117228099142194,25,beta = 0
133,0,25,model7,0.16089657028183807,25,beta = 0
133,0,25,model8,0.2670828135818527,25,beta = 0
133,0,25,model9,0.09151065642558973,25,beta = 0
133,0,25,model10,0.17607848087224032,25,beta = 0
134,0,25,model1,0.8271833545972512,25,beta = 0
134,0,25,model2,0.7636497790361513,25,beta = 0
134,0,25,model3,0.6408573630815362,25,beta = 0
134,0,25,model4,0.6618870476234917,25,beta = 0
134,0,25,model5,0.4599247864339723,25,beta = 0
134,0,25,model6,0.821498741281848,25,beta = 0
134,0,25,model7,0.5270119787692714,25,beta = 0
134,0,25,model8,0.7405827506000238,25,beta = 0
134,0,25,model9,0.3731394883283662,25,beta = 0
134,0,25,model10,0.5384850044781428,25,beta = 0
135,0,25,model1,0.6338803183972245,25,beta = 0
135,0,25,model2,0.9094110430911272,25,beta = 0
135,0,25,model3,0.2452464432242691,25,beta = 0
135,0,25,model4,0.44489726222182513,25,beta = 0
135,0,25,model5,0.654268194956662,25,beta = 0
135,0,25,model6,0.10172261580454837,25,beta = 0
135,0,25,model7,0.022665565358396606,25,beta = 0
135,0,25,model8,0.0447508016285632,25,beta = 0
135,0,25,model9,0.4684446425838046,25,beta = 0
135,0,25,model10,0.5662712039876647,25,beta = 0
136,0,25,model1,0.082492445564505,25,beta = 0
136,0,25,model2,0.6016889352047159,25,beta = 0
136,0,25,model3,0.3698499290339613,25,beta = 0
136,0,25,model4,0.5037684234745747,25,beta = 0
136,0,25,model5,0.943214966407472,25,beta = 0
136,0,25,model6,0.6901218079834265,25,beta = 0
136,0,25,model7,0.5618346397965633,25,beta = 0
136,0,25,model8,0.13522796585939048,25,beta = 0
136,0,25,model9,0.445240919291117,25,beta = 0
136,0,25,model10,0.9614035909017664,25,beta = 0
137,0,25,model1,0.7552457869858094,25,beta = 0
137,0,25,model2,0.534213065130916,25,beta = 0
137,0,25,model3,0.08590695085983326,25,beta = 0
137,0,25,model4,0.8005614014728867,25,beta = 0
137,0,25,model5,0.09942909388932693,25,beta = 0
137,0,25,model6,0.0886293055108619,25,beta = 0
137,0,25,model7,0.4824498301743172,25,beta = 0
137,0,25,model8,0.6940502081701613,25,beta = 0
137,0,25,model9,0.8593480941857963,25,beta = 0
137,0,25,model10,0.23943600991585867,25,beta = 0
138,0,25,model1,0.06368986006508556,25,beta = 0
138,0,25,model2,0.7558415337941196,25,beta = 0
138,0,25,model3,0.335251950729769,25,beta = 0
138,0,25,model4,0.6221272608337729,25,beta = 0
138,0,25,model5,0.39120353175577405,25,beta = 0
138,0,25,model6,0.7116864605082347,25,beta = 0
138,0,25,model7,0.19847367917166758,25,beta = 0
138,0,25,model8,0.6930887030181414,25,beta = 0
138,0,25,model9,0.6176922092665056,25,beta = 0
138,0,25,model10,0.9750814178736218,25,beta = 0
139,0,25,model1,0.8279714510505871,25,beta = 0
139,0,25,model2,0.9357675806062218,25,beta = 0
139,0,25,model3,0.5854218203791899,25,beta = 0
139,0,25,model4,0.03954217821931075,25,beta = 0
139,0,25,model5,0.9935123886729378,25,beta = 0
139,0,25,model6,0.11987924095113515,25,beta = 0
139,0,25,model7,0.37543124658690274,25,beta = 0
139,0,25,model8,0.3509985848493846,25,beta = 0
139,0,25,model9,0.4084655895603938,25,beta = 0
139,0,25,model10,0.6306622756883824,25,beta = 0
140,0,25,model1,0.4130239933176669,25,beta = 0
140,0,25,model2,0.021924743221324598,25,beta = 0
140,0,25,model3,0.9858884978191462,25,beta = 0
140,0,25,model4,0.5758608009875488,25,beta = 0
140,0,25,model5,0.31797822836367534,25,beta = 0
140,0,25,model6,0.3244000454013658,25,beta = 0
140,0,25,model7,0.2932396720482551,25,beta = 0
140,0,25,model8,0.895650421749703,25,beta = 0
140,0,25,model9,0.6130505221940408,25,beta = 0
140,0,25,model10,0.6839930316423098,25,beta = 0
141,0,25,model1,0.3195799740365303,25,beta = 0
141,0,25,model2,0.07450359601355408,25,beta = 0
141,0,25,model3,0.3940915292433087,25,beta = 0
141,0,25,model4,0.36635959945169383,25,beta = 0
141,0,25,model5,0.584211434836218,25,beta = 0
141,0,25,model6,0.48800551371703005,25,beta = 0
141,0,25,model7,0.2192724662127365,25,beta = 0
141,0,25,model8,0.008683521647380548,25,beta = 0
141,0,25,model9,0.6262922091374405,25,beta = 0
141,0,25,model10,0.4164108231396515,25,beta = 0
142,0,25,model1,0.19900729412608825,25,beta = 0
142,0,25,model2,0.45704482929132784,25,beta = 0
142,0,25,model3,0.5967229581660023,25,beta = 0
142,0,25,model4,0.7816706305143712,25,beta = 0
142,0,25,model5,0.6796619104264126,25,beta = 0
142,0,25,model6,0.4510139310215029,25,beta = 0
142,0,25,model7,0.35274065759941553,25,beta = 0
142,0,25,model8,0.20861361188975017,25,beta = 0
142,0,25,model9,0.06871319050624168,25,beta = 0
142,0,25,model10,0.20489298594390432,25,beta = 0
143,0,25,model1,0.554295001554513,25,beta = 0
143,0,25,model2,0.6465446670309416,25,beta = 0
143,0,25,model3,0.8095701239825098,25,beta = 0
143,0,25,model4,0.8969251947261441,25,beta = 0
143,0,25,model5,0.8368665751441253,25,beta = 0
143,0,25,model6,0.1643389481396804,25,beta = 0
143,0,25,model7,0.25449656727353065,25,beta = 0
143,0,25,model8,0.5450217251532126,25,beta = 0
143,0,25,model9,0.7895554514594062,25,beta = 0
143,0,25,model10,0.648958500672222,25,beta = 0
144,0,25,model1,0.7100110114142639,25,beta = 0
144,0,25,model2,0.06983241402131943,25,beta = 0
144,0,25,model3,0.1502706227265379,25,beta = 0
144,0,25,model4,0.9032443694167251,25,beta = 0
144,0,25,model5,0.6791502298348017,25,beta = 0
144,0,25,model6,0.34051630742128136,25,beta = 0
144,0,25,model7,0.8842248489798519,25,beta = 0
144,0,25,model8,0.017756629144770764,25,beta = 0
144,0,25,model9,0.7495790088026749,25,beta = 0
144,0,25,model10,0.6954983874610419,25,beta = 0
145,0,25,model1,0.17215914728294332,25,beta = 0
145,0,25,model2,0.4069221120341726,25,beta = 0
145,0,25,model3,0.9956206895804857,25,beta = 0
145,0,25,model4,0.5314428166315536,25,beta = 0
145,0,25,model5,0.6495347508521907,25,beta = 0
145,0,25,model6,0.9304258028805555,25,beta = 0
145,0,25,model7,0.3900727397965783,25,beta = 0
145,0,25,model8,0.6302164648250721,25,beta = 0
145,0,25,model9,0.6316875814743186,25,beta = 0
145,0,25,model10,0.35863331809590404,25,beta = 0
146,0,25,model1,0.46248657467567744,25,beta = 0
146,0,25,model2,0.4015743620254958,25,beta = 0
146,0,25,model3,0.981929546212546,25,beta = 0
146,0,25,model4,0.8024928936812241,25,beta = 0
146,0,25,model5,0.40128701622741925,25,beta = 0
146,0,25,model6,0.6121307845097665,25,beta = 0
146,0,25,model7,0.15047317825536966,25,beta = 0
146,0,25,model8,0.34046347013729783,25,beta = 0
146,0,25,model9,0.09918625274921083,25,beta = 0
146,0,25,model10,0.19766012865252902,25,beta = 0
147,0,25,model1,0.8042496978510049,25,beta = 0
147,0,25,model2,0.9223686285197306,25,beta = 0
147,0,25,model3,0.05114759224878731,25,beta = 0
147,0,25,model4,0.88896207693034,25,beta = 0
147,0,25,model5,0.19996980193853506,25,beta = 0
147,0,25,model6,0.24401260414800421,25,beta = 0
147,0,25,model7,0.9812266606073412,25,beta = 0
147,0,25,model8,0.8861878821381451,25,beta = 0
147,0,25,model9,0.9077523597472927,25,beta = 0
147,0,25,model10,0.315246585536653,25,beta = 0
148,0,25,model1,0.6533165437134294,25,beta = 0
148,0,25,model2,0.8642745260453251,25,beta = 0
148,0,25,model3,0.9785362957214225,25,beta = 0
148,0,25,model4,0.17005681083810628,25,beta = 0
148,0,25,model5,0.5873545552467425,25,beta = 0
148,0,25,model6,0.23880830328655644,25,beta = 0
148,0,25,model7,0.9793690346965624,25,beta = 0
148,0,25,model8,0.7571822462125504,25,beta = 0
148,0,25,model9,0.5587670994387033,25,beta = 0
148,0,25,model10,0.4367283628379719,25,beta = 0
149,0,25,model1,0.07854075849441616,25,beta = 0
149,0,25,model2,0.39867311803887717,25,beta = 0
149,0,25,model3,0.47486965137414994,25,beta = 0
149,0,25,model4,0.01581970063554365,25,beta = 0
149,0,25,model5,0.9759811889474658,25,beta = 0
149,0,25,model6,0.2914822423385883,25,beta = 0
149,0,25,model7,0.2801505401995358,25,beta = 0
149,0,25,model8,0.23829786706262118,25,beta = 0
149,0,25,model9,0.8029456903193739,25,beta = 0
149,0,25,model10,0.6424093478914772,25,beta = 0
150,0,25,model1,0.13291457089508257,25,beta = 0
150,0,25,model2,0.8199440914180982,25,beta = 0
150,0,25,model3,0.8116482425837312,25,beta = 0
150,0,25,model4,0.09390345717695679,25,beta = 0
150,0,25,model5,0.6228013223125105,25,beta = 0
150,0,25,model6,0.9789635574230702,25,beta = 0
150,0,25,model7,0.4683676016212872,25,beta = 0
150,0,25,model8,0.29313927051023136,25,beta = 0
150,0,25,model9,0.314351281072191,25,beta = 0
150,0,25,model10,0.30442566665756443,25,beta = 0
151,0,25,model1,0.28260850318190434,25,beta = 0
151,0,25,model2,0.8767506761691666,25,beta = 0
151,0,25,model3,0.7250674501633714,25,beta = 0
151,0,25,model4,0.5185328133899729,25,beta = 0
151,0,25,model5,0.24620007883407027,25,beta = 0
151,0,25,model6,0.3139139003830491,25,beta = 0
151,0,25,model7,0.684810876845096,25,beta = 0
151,0,25,model8,0.49796347331888824,25,beta = 0
151,0,25,model9,0.1135358697624525,25,beta = 0
151,0,25,model10,0.9808614558469617,25,beta = 0
152,0,25,model1,0.4065542330948049,25,beta = 0
152,0,25,model2,0.9581588069003767,25,beta = 0
152,0,25,model3,0.07064612691970089,25,beta = 0
152,0,25,model4,0.3683290938059809,25,beta = 0
152,0,25,model5,0.466637936373853,25,beta = 0
152,0,25,model6,0.5266597248165408,25,beta = 0
152,0,25,model7,0.9155579030404221,25,beta = 0
152,0,25,model8,0.8108986075119058,25,beta = 0
152,0,25,model9,0.0368052348566905,25,beta = 0
152,0,25,model10,0.7683855331509124,25,beta = 0
153,0,25,model1,0.8582073778292729,25,beta = 0
153,0,25,model2,0.2648094639162756,25,beta = 0
153,0,25,model3,0.46936708345616796,25,beta = 0
153,0,25,model4,0.0873761276370894,25,beta = 0
153,0,25,model5,0.8405563864138071,25,beta = 0
153,0,25,model6,0.7684659806816261,25,beta = 0
153,0,25,model7,0.727844601979481,25,beta = 0
153,0,25,model8,0.7305261055211123,25,beta = 0
153,0,25,model9,0.8471106374475625,25,beta = 0
153,0,25,model10,0.7527633879706999,25,beta = 0
154,0,25,model1,0.2994524131675449,25,beta = 0
154,0,25,model2,0.5265864394017548,25,beta = 0
154,0,25,model3,0.5314883056046928,25,beta = 0
154,0,25,model4,0.169519677511603,25,beta = 0
154,0,25,model5,0.13502415657787087,25,beta = 0
154,0,25,model6,0.6468039080606496,25,beta = 0
154,0,25,model7,0.9452356281760405,25,beta = 0
154,0,25,model8,0.7080109245389972,25,beta = 0
154,0,25,model9,0.25400964918097235,25,beta = 0
154,0,25,model10,0.38360631100706877,25,beta = 0
155,0,25,model1,0.7432131047012015,25,beta = 0
155,0,25,model2,0.03670907200582151,25,beta = 0
155,0,25,model3,0.4751858630236191,25,beta = 0
155,0,25,model4,0.45716614708967185,25,beta = 0
155,0,25,model5,0.6238568800513556,25,beta = 0
155,0,25,model6,0.195614161279695,25,beta = 0
155,0,25,model7,0.5640941617367069,25,beta = 0
155,0,25,model8,0.8260719133672303,25,beta = 0
155,0,25,model9,0.5060682217793866,25,beta = 0
155,0,25,model10,0.9555962967757454,25,beta = 0
156,0,25,model1,0.5041207916166721,25,beta = 0
156,0,25,model2,0.6232805627135037,25,beta = 0
156,0,25,model3,0.7894819863282094,25,beta = 0
156,0,25,model4,0.8617155150645093,25,beta = 0
156,0,25,model5,0.2621763565234648,25,beta = 0
156,0,25,model6,0.4177489885342536,25,beta = 0
156,0,25,model7,0.3672559149576128,25,beta = 0
156,0,25,model8,0.02964793844924315,25,beta = 0
156,0,25,model9,0.3309930101820088,25,beta = 0
156,0,25,model10,0.8280849414930348,25,beta = 0
157,0,25,model1,0.07841357324527831,25,beta = 0
157,0,25,model2,0.23166424061012508,25,beta = 0
157,0,25,model3,0.47044602219537,25,beta = 0
157,0,25,model4,0.894149248544591,25,beta = 0
157,0,25,model5,0.3810792664547512,25,beta = 0
157,0,25,model6,0.9830458091419061,25,beta = 0
157,0,25,model7,0.30841026278890665,25,beta = 0
157,0,25,model8,0.5336055724212562,25,beta = 0
157,0,25,model9,0.6252326962963268,25,beta = 0
157,0,25,model10,0.6017003960099949,25,beta = 0
158,0,25,model1,0.0494112297583291,25,beta = 0
158,0,25,model2,0.9398588060458115,25,beta = 0
158,0,25,model3,0.9609055298894544,25,beta = 0
158,0,25,model4,0.3650045331876828,25,beta = 0
158,0,25,model5,0.40374647435045385,25,beta = 0
158,0,25,model6,0.05236091641894374,25,beta = 0
158,0,25,model7,0.6855702767635552,25,beta = 0
